department,region,termination_date,bracket_salary,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,promotion_last_5years,resigned
product_mng,Europe,05/09/2006,"medium, 83000",0.54,0.73,3,157,3,0,0,0
technical,US,03/12/2007,"medium, 81000",0.17,0.78,3,239,6,0,0,0
product_mng,Europe,31/08/2015,"low, 51000",0.13,0.53,6,173,4,0,0,0
sales,Europe,16/06/2006,"high, 111000",0.31,0.54,5,259,5,1,0,0
sales,US,02/28/2014,"low, 56000",0.8,0.87,4,220,2,0,0,0
marketing,US,07/18/2005,"medium, 87000",0.96,0.97,6,137,10,0,0,0
IT,US,01/29/2016,"low, 52000",0.45,0.54,2,140,3,0,0,1
accounting,US,11/03/2006,"medium, 74000",0.49,0.77,3,147,3,0,0,0
hr,US,03/11/2016,"low, 52000",0.98,0.91,4,240,3,0,0,0
sales,US,08/26/2017,"low, 42000",0.93,0.55,3,134,3,1,0,0
sales,Canada,06/05/2016,"medium, 62000",0.52,0.53,5,182,2,0,0,0
technical,US,07/14/1993,"high, 297000",0.75,0.76,3,269,2,1,0,0
sales,Europe,03/12/2017,"low, 59000",0.76,0.84,4,236,4,0,0,0
IT,Europe,24/05/2013,"medium, 72000",0.91,0.72,3,213,3,0,0,0
technical,Europe,31/05/2011,"low, 40000",0.71,0.81,3,141,3,0,0,0
management,US,03/26/2002,"high, 156000",0.52,0.98,5,217,2,1,0,0
sales,US,05/24/2017,"medium, 83000",0.36,0.45,2,127,3,0,0,1
support,Europe,15/03/2015,"low, 33000",0.66,0.65,3,234,2,0,0,0
sales,US,04/28/2015,"high, 181000",0.93,0.59,3,233,3,0,0,0
sales,US,07/08/2017,"low, 35000",0.44,0.42,2,199,2,0,0,0
sales,US,10/23/2003,"medium, 88000",0.67,0.8,4,190,4,0,0,0
sales,US,06/02/2016,"low, 34000",0.37,0.54,2,145,3,0,0,1
support,Europe,09/07/2002,"medium, 62000",0.5,0.74,3,155,3,0,0,0
sales,US,08/08/2003,"medium, 84000",0.82,0.82,3,148,3,0,0,0
sales,US,03/15/2007,"low, 45000",0.64,0.71,3,181,2,0,0,0
sales,US,05/05/2000,"medium, 87000",0.1,0.83,6,295,4,0,0,1
support,Europe,02/05/2014,"medium, 77000",0.59,0.69,3,146,3,0,0,0
sales,US,04/24/2002,"medium, 74000",0.43,0.49,2,131,3,0,0,1
sales,APAC,02/06/1992,"low, 44000",0.74,0.64,4,101,6,1,0,0
IT,Europe,24/08/2015,"medium, 87000",0.41,0.54,2,153,3,1,0,1
sales,US,04/27/2006,"medium, 66000",0.87,0.59,5,261,3,0,0,0
sales,US,10/27/2010,"low, 30000",0.78,0.66,3,164,3,0,0,1
technical,Europe,27/11/2017,"high, 133000",0.88,0.91,4,233,4,0,0,0
technical,US,09/03/2006,"medium, 77000",0.37,0.51,2,132,3,0,0,1
technical,US,03/23/2002,"low, 59000",0.29,0.81,3,189,6,0,0,0
hr,Canada,06/08/2011,"medium, 63000",0.2,0.52,5,218,5,0,0,0
sales,US,02/06/2015,"medium, 78000",0.58,0.99,3,207,10,0,0,0
sales,US,11/15/2001,"medium, 80000",0.93,0.74,2,169,4,0,0,0
technical,US,04/24/2005,"low, 58000",0.9,0.83,5,259,5,0,0,1
technical,US,10/15/2017,"medium, 85000",0.96,0.92,3,196,4,0,0,0
sales,US,05/20/2015,"low, 56000",0.88,0.8,3,133,3,0,0,0
product_mng,Canada,27/09/2012,"medium, 66000",0.61,0.51,3,156,3,1,0,0
technical,US,06/26/2007,"medium, 86000",0.45,0.51,2,138,3,0,0,1
product_mng,US,11/25/1986,"low, 47000",0.8,0.67,3,236,3,1,0,0
management,Europe,15/09/2016,"high, 155000",0.93,0.86,4,192,4,0,0,0
support,US,03/05/2002,"low, 46000",0.88,0.66,4,218,4,1,0,0
RandD,US,04/04/2016,"medium, 67000",0.61,0.68,5,225,4,0,0,0
technical,US,11/30/2015,"low, 58000",0.68,0.61,6,236,3,0,0,0
sales,US,07/04/2015,"high, 168000",0.74,0.97,2,135,4,0,0,0
support,Canada,21/02/2016,"low, 33000",0.66,0.93,4,248,3,0,0,0
technical,US,09/17/2004,"low, 52000",0.7,0.85,4,142,2,0,0,0
support,US,03/15/2002,"low, 47000",0.76,0.82,4,170,6,0,0,0
marketing,US,02/08/2015,"medium, 86000",0.73,0.57,3,146,2,0,0,0
accounting,US,08/29/2017,"low, 30000",0.74,0.59,4,155,3,0,0,0
IT,US,11/02/2016,"medium, 80000",0.48,0.78,2,198,2,0,0,1
support,US,09/02/2000,"medium, 79000",0.55,0.63,5,184,4,0,0,0
sales,US,06/01/2008,"medium, 68000",0.65,0.48,3,131,3,1,0,0
technical,US,10/23/2016,"medium, 86000",0.33,0.88,6,219,5,0,0,1
sales,Europe,26/08/2015,"low, 58000",0.55,0.84,4,200,4,0,0,0
sales,US,01/27/2017,"low, 47000",0.37,0.57,2,133,3,0,0,1
support,US,05/08/2017,"medium, 72000",0.36,0.55,6,226,6,0,0,0
sales,US,12/22/2008,"high, 114000",0.88,0.84,4,170,2,0,0,0
technical,US,10/14/2017,"low, 30000",0.79,0.54,6,190,4,0,0,0
support,US,07/05/2009,"medium, 85000",0.36,0.55,3,191,3,0,0,0
management,US,11/13/2015,"medium, 100000",0.38,0.51,2,120,3,0,0,0
accounting,Europe,03/10/2017,"low, 52000",0.92,0.44,3,260,8,0,0,0
technical,Europe,08/04/2005,"medium, 72000",0.41,0.52,2,127,3,1,0,1
management,Europe,05/04/2015,"medium, 61000",0.73,0.49,4,243,2,0,0,0
accounting,US,08/15/2017,"low, 40000",0.7,0.58,4,207,2,1,0,0
sales,US,11/09/2017,"low, 53000",0.51,0.91,4,269,5,0,1,0
accounting,US,12/28/2016,"low, 55000",0.45,0.62,6,129,5,0,0,0
support,US,03/23/2016,"low, 49000",0.62,0.92,3,228,2,0,0,0
sales,Europe,18/10/2015,"low, 59000",0.54,0.76,3,183,3,0,0,0
technical,US,09/03/2017,"medium, 65000",0.88,0.68,5,157,4,1,0,0
IT,US,11/06/2016,"low, 46000",0.57,0.5,5,149,5,1,0,0
support,US,09/16/2008,"medium, 90000",0.65,0.55,5,215,2,0,0,0
hr,US,01/23/2002,"medium, 85000",0.75,0.56,2,212,2,0,0,0
hr,US,01/28/2006,"high, 116000",0.64,0.93,4,233,2,1,0,0
technical,US,02/10/2017,"low, 46000",0.39,0.56,2,142,3,0,0,1
RandD,Europe,28/01/2007,"medium, 70000",0.63,0.64,5,189,4,0,0,0
support,US,12/15/2017,"medium, 86000",0.44,0.55,2,141,3,0,0,1
sales,US,06/13/2015,"low, 50000",0.62,0.77,5,227,4,0,0,1
technical,US,10/18/2017,"medium, 72000",0.36,0.52,2,146,3,0,0,1
technical,US,11/15/2003,"medium, 69000",0.92,0.64,4,259,2,0,0,0
technical,US,10/14/2011,"low, 44000",0.56,0.83,5,157,3,0,0,0
management,US,03/08/2002,"low, 42000",0.97,0.88,4,139,2,0,0,0
product_mng,US,10/28/2012,"medium, 64000",0.92,0.64,4,190,10,1,0,0
product_mng,US,07/31/2016,"low, 42000",0.83,0.73,4,262,2,0,0,0
IT,US,08/26/2012,"high, 176000",0.79,0.91,3,226,2,0,0,0
sales,Canada,30/11/2016,"high, 148000",0.62,0.55,3,108,2,1,0,0
product_mng,US,05/15/2015,"low, 52000",0.97,0.95,3,257,2,0,0,0
sales,Canada,05/06/1990,"low, 53000",0.1,0.91,6,246,4,0,0,1
RandD,US,07/23/2015,"low, 60000",0.64,0.56,3,239,3,0,0,0
technical,APAC,28/05/2016,"low, 40000",0.98,0.99,3,235,3,0,0,0
IT,Canada,04/04/2017,"medium, 76000",0.72,0.93,4,174,2,0,0,0
sales,Canada,06/08/2009,"low, 45000",0.09,0.77,6,290,4,0,0,1
support,US,08/20/2013,"medium, 63000",0.74,0.61,3,231,2,0,0,0
sales,Europe,22/04/2015,"low, 48000",0.89,0.95,4,275,5,0,0,1
support,US,01/29/2016,"low, 48000",0.49,0.77,4,218,2,0,0,0
hr,US,10/04/1986,"medium, 87000",0.8,0.51,4,213,3,0,0,0
sales,US,04/29/1988,"medium, 67000",0.44,0.53,2,140,3,0,0,1
IT,US,03/14/2002,"medium, 64000",0.82,0.93,3,247,3,0,0,0
RandD,Europe,27/10/2017,"medium, 76000",0.54,0.91,3,249,3,0,0,0
sales,US,09/01/2016,"medium, 87000",0.11,0.85,6,305,4,0,0,1
IT,US,10/18/2017,"medium, 80000",0.71,1,4,300,5,0,0,1
management,Europe,16/09/2014,"high, 159000",0.44,0.56,2,133,3,0,0,1
management,US,01/19/2002,"high, 290000",0.72,0.5,3,257,6,0,0,0
technical,US,01/25/2009,"low, 50000",0.87,0.91,3,229,3,1,0,0
marketing,US,10/11/2015,"low, 36000",0.44,0.45,2,132,3,0,0,1
technical,US,12/30/2002,"low, 52000",0.74,0.46,6,145,3,0,0,0
hr,US,08/09/2015,"low, 50000",0.42,0.55,2,148,3,0,0,1
technical,US,06/27/2005,"medium, 89000",0.27,0.54,7,278,3,0,0,1
product_mng,Europe,28/06/2008,"medium, 76000",0.56,0.59,5,209,2,1,0,0
management,US,11/29/1992,"medium, 68000",0.53,0.73,4,227,3,0,0,0
sales,US,08/29/2005,"medium, 83000",0.78,0.87,4,228,5,0,0,1
IT,US,11/14/2005,"medium, 82000",0.98,0.77,3,134,2,1,0,0
technical,US,06/16/2008,"high, 158000",0.95,0.56,5,194,2,0,0,0
technical,Europe,02/06/2017,"low, 37000",0.42,0.57,2,154,3,1,0,1
product_mng,US,01/20/2017,"medium, 63000",0.68,0.73,3,257,3,0,0,0
RandD,US,05/16/2015,"medium, 79000",0.38,0.56,2,161,3,0,0,1
support,US,08/04/2008,"low, 48000",0.55,0.91,3,243,4,0,0,0
sales,US,06/16/2006,"medium, 79000",0.62,0.95,4,132,3,0,0,0
technical,Canada,12/04/2017,"medium, 90000",0.91,0.56,4,158,3,0,0,0
IT,US,07/23/2005,"medium, 68000",0.69,0.63,4,217,3,0,0,0
management,US,03/12/2002,"high, 119000",0.98,0.66,3,150,3,0,0,0
IT,Europe,25/02/2003,"medium, 71000",0.52,0.7,4,219,3,0,0,0
RandD,US,06/13/2013,"low, 40000",0.11,0.94,6,276,4,0,0,1
product_mng,US,09/02/2015,"medium, 75000",0.84,0.89,3,234,2,0,0,0
sales,Europe,21/03/2008,"low, 60000",0.94,0.88,5,150,4,0,0,0
RandD,Europe,28/04/2007,"low, 42000",0.5,0.5,3,237,2,0,0,0
management,Canada,05/03/2007,"medium, 65000",0.1,0.84,6,283,4,1,0,1
product_mng,US,04/05/2017,"medium, 90000",0.74,0.66,3,177,2,0,0,0
sales,US,12/20/2016,"medium, 64000",0.51,0.72,3,148,2,0,0,0
accounting,Europe,29/10/2016,"medium, 67000",0.22,0.96,3,213,3,0,0,0
sales,US,01/29/2003,"low, 31000",0.95,0.77,4,213,3,1,0,0
sales,US,03/12/2016,"low, 37000",0.6,0.52,3,183,2,0,0,0
management,Canada,22/05/2015,"medium, 78000",0.81,0.86,5,159,2,0,0,0
marketing,US,01/20/2010,"low, 42000",0.89,1,5,246,5,0,0,1
sales,US,05/03/2006,"medium, 89000",0.39,0.53,2,153,3,0,0,1
sales,US,07/11/2008,"medium, 77000",0.58,0.69,3,252,3,0,0,0
IT,US,03/31/2015,"low, 30000",0.98,0.6,4,160,3,0,0,0
IT,US,05/20/2015,"low, 51000",0.23,0.94,5,242,4,0,0,0
management,US,04/03/2017,"high, 152000",0.66,0.8,4,183,2,1,0,0
RandD,APAC,01/09/2015,"medium, 66000",0.66,0.59,4,179,3,0,0,0
technical,US,07/10/2015,"medium, 61000",0.69,0.98,3,168,2,0,0,0
hr,US,05/31/2017,"low, 42000",0.86,0.72,3,217,3,0,0,0
sales,US,05/18/2016,"low, 51000",0.89,0.87,5,225,5,0,0,1
sales,US,01/16/2005,"medium, 71000",0.69,0.52,3,186,3,0,0,0
marketing,Canada,14/11/2007,"medium, 61000",0.1,0.84,6,283,4,1,0,1
IT,US,05/15/2017,"medium, 68000",0.45,0.63,5,111,5,0,0,0
sales,US,02/04/2014,"high, 168000",0.5,0.74,3,220,3,0,0,0
technical,Europe,02/07/2017,"medium, 76000",0.61,0.42,3,145,4,0,1,0
accounting,US,11/06/2015,"high, 244000",0.47,0.51,6,190,5,0,1,0
technical,US,07/16/2006,"low, 43000",0.49,0.99,6,230,4,0,0,0
technical,US,11/14/2014,"high, 200000",0.6,0.95,4,164,4,0,0,0
sales,Europe,08/07/2009,"medium, 69000",0.73,0.92,3,199,3,1,0,0
support,US,07/27/2014,"medium, 69000",0.45,0.41,3,193,2,1,0,0
sales,US,02/12/2017,"low, 47000",0.68,0.81,5,266,2,0,0,0
support,US,10/07/2017,"medium, 89000",0.99,0.99,3,158,2,0,0,0
management,US,10/27/2017,"medium, 83000",0.44,0.56,2,145,3,0,0,1
management,APAC,25/12/2016,"medium, 67000",0.49,0.37,5,246,3,0,0,0
IT,US,11/13/2015,"medium, 82000",0.43,0.48,2,149,3,0,0,1
IT,US,12/21/1987,"medium, 83000",0.87,0.55,4,197,3,0,0,0
sales,Europe,14/06/2016,"medium, 68000",0.09,0.8,6,301,5,0,0,1
technical,US,09/13/2011,"low, 51000",0.52,0.97,4,170,3,0,0,0
product_mng,US,05/25/2008,"medium, 68000",0.68,0.85,3,250,3,0,0,0
support,US,11/16/2016,"medium, 70000",0.52,0.92,3,150,2,1,0,0
sales,US,12/26/2011,"medium, 66000",0.8,0.72,3,271,2,0,0,0
marketing,Canada,29/11/2013,"low, 33000",0.7,0.89,3,183,5,0,0,1
sales,US,08/12/2006,"low, 44000",0.61,0.51,3,141,2,0,0,0
support,US,11/02/2016,"low, 46000",0.9,0.74,5,249,3,0,0,0
sales,US,10/30/2015,"medium, 69000",0.56,0.86,4,181,3,0,0,0
sales,US,04/18/2008,"medium, 61000",0.15,0.98,2,96,2,0,0,0
sales,US,12/14/2005,"low, 36000",0.99,0.92,4,265,4,1,0,0
support,US,03/04/2017,"low, 47000",0.42,0.47,2,130,3,0,0,1
technical,Europe,25/01/2017,"medium, 66000",0.89,0.62,5,196,3,0,0,0
sales,US,09/07/2015,"low, 43000",0.93,0.67,5,237,4,0,0,0
IT,US,11/20/2016,"low, 49000",0.59,0.59,4,270,2,0,0,0
technical,US,10/09/2016,"medium, 75000",0.39,0.58,3,152,3,1,0,0
technical,US,03/27/2009,"medium, 71000",0.92,0.85,3,207,2,0,0,0
technical,Europe,30/12/2003,"low, 60000",0.6,0.61,4,170,3,0,0,0
RandD,US,04/12/2016,"medium, 83000",0.23,0.37,3,247,4,0,0,0
technical,Europe,16/04/2004,"medium, 87000",0.81,0.84,3,216,3,0,0,0
technical,US,11/29/2016,"medium, 90000",0.57,0.67,3,138,6,1,0,0
support,US,04/25/2008,"low, 48000",0.6,0.57,3,203,2,0,0,0
support,US,07/11/2007,"medium, 64000",0.75,0.66,5,177,2,0,0,0
accounting,US,01/03/2007,"low, 48000",0.65,0.54,4,147,10,0,0,0
management,US,08/06/2008,"medium, 70000",0.11,0.9,6,253,4,0,0,1
marketing,US,05/27/2017,"medium, 69000",0.16,0.74,5,205,4,1,0,0
support,Canada,02/05/2015,"low, 58000",0.44,0.56,2,156,3,0,0,1
technical,US,12/02/2017,"medium, 70000",0.14,0.62,4,158,4,1,0,1
management,US,03/16/2017,"medium, 63000",0.85,0.51,3,261,4,0,1,0
sales,APAC,21/08/2003,"low, 47000",0.66,0.65,3,234,2,0,0,0
sales,Canada,17/07/2016,"low, 47000",0.64,0.48,3,147,7,0,0,0
RandD,Canada,02/05/2017,"low, 34000",0.35,0.78,5,275,4,0,0,0
technical,APAC,24/10/2017,"medium, 70000",0.79,0.96,4,234,5,0,0,1
product_mng,Europe,11/06/2013,"low, 34000",0.84,0.5,4,178,2,0,0,0
sales,Europe,14/03/2004,"medium, 87000",0.41,0.5,6,257,6,1,0,0
IT,Europe,01/02/2017,"medium, 65000",0.25,0.62,6,271,5,0,0,0
sales,US,09/05/2009,"low, 33000",0.1,0.78,5,285,4,1,0,1
marketing,US,05/04/2011,"low, 48000",0.24,0.42,5,210,5,0,0,0
technical,US,10/15/2017,"medium, 82000",0.76,0.8,2,219,4,1,0,0
marketing,US,05/20/2012,"low, 37000",0.49,0.87,3,212,2,0,0,0
IT,Europe,20/02/2016,"medium, 80000",0.78,0.43,4,275,3,0,0,0
support,US,03/27/2007,"medium, 72000",0.77,0.75,4,225,3,0,0,0
accounting,US,01/31/2017,"low, 44000",0.53,0.73,4,227,3,0,0,0
management,US,01/12/2003,"low, 54000",0.69,0.53,4,281,4,0,0,0
support,US,11/10/2016,"low, 44000",0.93,0.98,4,160,3,0,0,0
sales,Europe,07/02/2016,"medium, 76000",0.99,0.89,3,273,2,0,0,0
hr,US,12/19/2017,"low, 42000",0.79,0.87,5,261,5,0,0,1
support,US,03/26/2017,"low, 59000",0.51,0.76,2,239,3,0,0,0
sales,US,09/16/2005,"low, 33000",0.43,0.5,2,137,3,0,0,1
technical,US,04/27/2015,"low, 37000",1,0.86,4,245,4,0,0,0
IT,Canada,28/06/2007,"medium, 69000",0.75,0.57,5,162,3,0,0,0
sales,US,09/15/2010,"low, 49000",0.37,0.56,2,156,3,0,0,1
technical,US,08/07/2000,"low, 37000",0.76,0.9,4,263,5,0,0,1
sales,US,10/22/2008,"low, 51000",0.44,0.52,2,141,3,0,0,1
product_mng,US,11/29/2016,"medium, 80000",0.79,0.53,2,217,2,0,0,0
technical,US,05/25/2009,"medium, 63000",0.58,0.84,4,206,7,0,1,0
RandD,US,09/11/2002,"low, 50000",0.91,0.49,2,180,3,0,0,0
sales,APAC,06/11/2017,"low, 30000",0.63,0.88,3,177,3,0,0,0
sales,Canada,06/03/2015,"medium, 81000",0.37,0.49,2,153,3,0,0,1
support,US,07/13/2008,"low, 59000",0.73,0.54,3,283,6,0,0,0
hr,US,12/15/2007,"medium, 83000",0.11,0.77,6,291,4,0,0,1
technical,Europe,31/08/2015,"medium, 76000",0.88,0.58,3,145,8,0,0,0
sales,Canada,21/04/2005,"low, 49000",0.64,0.67,2,223,3,0,0,0
IT,US,09/29/2006,"low, 41000",0.09,0.91,6,243,4,0,0,1
product_mng,US,09/15/2017,"low, 42000",0.99,0.84,4,142,10,0,0,0
marketing,Europe,19/02/2004,"low, 32000",0.41,0.45,3,236,2,0,0,0
RandD,APAC,04/11/2016,"low, 31000",0.88,0.5,3,206,2,0,0,0
sales,US,06/06/2001,"medium, 84000",0.43,0.85,6,168,2,0,0,0
sales,US,10/06/2016,"low, 51000",0.82,0.54,4,191,3,0,0,0
support,US,08/30/2008,"low, 43000",0.1,0.95,6,244,5,0,0,1
technical,US,04/18/2017,"medium, 84000",0.99,0.56,3,193,3,1,0,0
technical,US,10/24/2017,"high, 164000",0.72,0.63,3,223,2,1,0,0
marketing,US,04/27/2007,"medium, 85000",0.57,0.65,5,177,2,0,0,0
sales,Europe,25/12/1994,"medium, 69000",0.82,0.77,3,108,6,0,0,0
support,Canada,08/02/2016,"medium, 63000",0.9,0.95,3,133,4,0,0,0
product_mng,US,08/24/2002,"low, 59000",0.34,0.99,4,184,3,0,0,0
marketing,Europe,10/12/2003,"medium, 84000",0.73,0.87,5,252,5,0,0,1
RandD,US,01/22/2013,"low, 37000",0.78,0.95,3,249,4,0,0,0
RandD,US,08/17/2004,"medium, 68000",0.72,0.89,3,221,3,0,0,0
sales,US,07/07/2009,"low, 49000",0.66,0.68,4,269,3,1,0,0
support,US,06/06/2007,"medium, 63000",0.75,0.54,6,138,4,1,0,0
hr,US,05/20/2016,"low, 40000",0.87,0.58,4,212,3,0,0,0
sales,Europe,17/11/2016,"low, 31000",0.37,0.55,2,152,3,0,0,1
product_mng,Canada,13/01/2007,"low, 51000",0.69,0.51,3,176,2,0,0,0
RandD,US,04/26/2015,"medium, 80000",0.15,0.8,5,121,5,0,0,0
technical,US,05/17/2016,"medium, 86000",0.73,0.86,4,245,6,0,0,1
hr,APAC,26/01/2008,"low, 47000",0.76,0.67,5,243,3,0,0,0
IT,Canada,14/01/2013,"low, 47000",0.83,0.51,5,143,4,0,0,0
support,US,11/28/2017,"medium, 81000",0.5,0.81,3,170,2,0,0,0
technical,US,05/16/2015,"low, 44000",0.5,0.85,4,272,2,0,0,0
sales,US,01/05/2017,"medium, 89000",0.62,0.87,4,221,3,1,0,0
sales,US,06/04/2008,"low, 42000",0.5,0.65,5,242,3,0,0,0
RandD,US,07/24/2009,"low, 60000",0.98,0.96,5,183,3,1,0,0
hr,APAC,08/09/2009,"medium, 88000",0.39,0.54,2,158,3,0,0,1
support,US,03/02/2008,"low, 60000",0.77,0.92,5,235,5,0,0,1
accounting,US,08/21/2015,"medium, 76000",0.68,0.51,2,196,3,0,0,0
hr,US,09/14/2004,"high, 132000",0.98,0.8,3,166,2,0,0,0
sales,US,12/02/2016,"medium, 68000",0.78,0.8,3,135,7,0,0,0
sales,US,07/04/2016,"low, 54000",0.85,0.82,4,270,5,0,0,1
technical,US,01/10/2016,"low, 34000",0.84,0.98,4,134,5,1,0,0
RandD,US,12/10/2004,"medium, 65000",0.72,0.66,4,184,3,0,0,0
support,Europe,18/11/2016,"medium, 80000",0.51,0.95,4,201,3,0,0,0
IT,US,06/24/2003,"medium, 73000",0.6,0.56,5,268,2,0,0,0
management,US,01/12/2018,"medium, 68000",0.12,0.59,3,229,6,0,0,0
sales,Europe,18/08/2009,"medium, 84000",0.97,0.91,3,246,2,0,0,0
technical,US,02/09/2017,"low, 46000",0.54,0.53,4,158,2,0,0,0
sales,US,06/08/2004,"low, 38000",0.94,0.82,3,187,3,0,0,0
marketing,US,12/23/2004,"low, 32000",0.91,0.97,5,233,5,0,0,1
management,Europe,01/12/2002,"medium, 97000",0.6,0.4,3,146,4,1,0,0
sales,Europe,12/04/2016,"low, 39000",0.57,0.7,4,237,6,0,0,0
management,US,06/11/2007,"low, 57000",0.44,0.44,3,126,2,0,0,0
support,Europe,05/08/2007,"low, 58000",0.41,0.46,2,156,3,1,0,1
technical,US,03/06/2017,"medium, 87000",0.5,0.88,4,172,4,0,0,0
support,US,01/28/2017,"medium, 71000",0.34,0.42,6,287,5,1,0,0
sales,US,02/11/2002,"low, 34000",0.53,0.62,3,185,3,0,0,0
sales,US,10/12/2015,"low, 40000",0.21,0.85,6,235,6,0,0,0
marketing,US,05/15/2010,"low, 60000",0.75,0.84,4,195,3,0,0,0
product_mng,US,07/10/2017,"medium, 71000",0.4,0.85,4,198,2,0,0,0
accounting,US,08/21/2008,"low, 43000",0.86,0.56,5,141,2,0,0,0
support,Europe,12/06/2017,"low, 38000",0.89,0.54,3,214,2,0,0,0
marketing,US,10/26/2007,"low, 51000",0.95,0.64,5,234,3,0,0,0
technical,US,02/21/2016,"medium, 81000",0.54,0.71,5,173,2,0,0,0
management,US,01/05/2004,"high, 180000",0.52,0.54,4,212,3,0,0,0
marketing,US,01/22/2018,"medium, 106000",0.18,0.73,6,231,4,0,0,0
support,US,06/02/1999,"low, 50000",0.82,0.59,3,178,2,0,0,0
technical,Europe,30/08/2002,"low, 30000",0.37,0.51,2,127,3,0,0,1
sales,Europe,04/01/2018,"low, 36000",0.9,0.79,3,222,6,1,0,0
product_mng,US,11/09/2005,"low, 42000",0.44,0.48,2,146,3,0,0,1
product_mng,Europe,14/02/2008,"medium, 90000",0.93,0.73,3,252,4,0,0,0
technical,US,05/31/2016,"medium, 86000",0.4,0.46,2,130,3,0,0,1
sales,US,06/13/2015,"low, 52000",0.75,0.75,4,266,3,0,0,0
technical,US,03/28/2002,"medium, 73000",0.81,0.84,3,198,2,0,0,0
technical,US,01/24/2010,"low, 58000",0.38,1,5,137,4,0,0,1
support,US,06/25/2005,"medium, 71000",0.37,0.57,2,158,3,0,0,1
accounting,US,02/22/2015,"low, 46000",0.68,0.83,5,267,3,0,0,0
sales,US,04/21/2017,"low, 52000",0.43,0.51,2,128,3,0,0,1
support,US,12/07/2013,"medium, 61000",0.91,0.91,4,262,6,0,0,1
sales,US,05/21/2015,"low, 36000",0.41,0.55,2,154,3,0,0,1
sales,US,12/25/2004,"medium, 69000",0.98,0.55,3,260,3,0,0,0
RandD,US,03/15/2004,"low, 51000",0.77,0.9,4,104,5,0,0,0
technical,Europe,07/07/2015,"low, 30000",0.73,0.62,3,218,3,0,0,0
IT,US,04/04/2017,"low, 39000",0.6,0.85,3,242,2,0,0,0
sales,US,06/07/2015,"low, 54000",0.62,0.68,5,265,3,0,0,0
support,Canada,16/06/2006,"low, 60000",0.38,0.81,5,128,3,1,0,0
IT,US,03/23/2014,"medium, 75000",0.71,0.68,3,231,2,1,0,0
technical,Canada,23/01/2004,"medium, 73000",0.56,0.85,3,225,3,0,0,0
technical,US,01/31/2006,"medium, 88000",0.85,0.69,4,216,4,0,0,0
sales,US,01/11/2007,"medium, 75000",0.7,0.58,3,211,3,0,0,0
sales,US,05/27/2005,"low, 36000",0.91,0.94,4,264,4,0,0,0
IT,US,12/02/2009,"medium, 74000",0.19,0.63,5,206,6,0,0,0
support,US,10/03/2004,"low, 60000",0.96,0.87,4,187,2,0,0,0
technical,Europe,28/05/2007,"low, 42000",0.79,0.77,3,201,6,1,0,0
sales,US,12/23/2008,"medium, 73000",0.89,0.95,4,141,3,0,0,0
sales,Europe,13/12/2009,"medium, 80000",0.1,0.87,7,289,4,0,0,1
sales,US,09/06/2008,"medium, 90000",0.52,0.68,3,162,4,1,0,0
sales,Europe,25/08/2013,"low, 51000",0.56,0.73,4,134,3,0,0,0
marketing,US,08/14/2006,"low, 60000",0.46,0.41,6,148,4,0,0,0
sales,Europe,26/03/2016,"medium, 84000",0.09,0.88,6,269,4,0,0,1
hr,US,07/12/2016,"low, 39000",0.41,0.57,2,136,3,0,0,1
IT,Europe,03/03/2004,"low, 42000",0.64,0.75,4,172,4,0,0,0
support,Europe,01/04/2016,"low, 47000",0.66,0.96,4,103,2,0,0,0
marketing,Canada,12/11/2015,"low, 38000",0.96,0.89,3,163,2,0,0,0
technical,Europe,17/02/2012,"medium, 100000",0.91,0.77,3,195,7,0,0,0
support,US,06/09/2004,"medium, 78000",0.66,0.96,3,243,3,1,0,0
hr,Canada,10/05/2007,"medium, 82000",0.48,0.5,6,253,4,0,0,0
product_mng,US,02/11/2006,"low, 30000",0.34,0.69,6,283,2,0,0,0
marketing,US,02/15/2016,"high, 116000",0.73,0.67,4,205,3,0,0,0
management,Europe,25/12/2016,"medium, 83000",0.4,0.54,2,137,3,0,0,1
hr,Europe,20/04/2016,"low, 55000",0.59,0.74,5,165,2,0,0,0
support,US,06/07/2004,"medium, 87000",0.97,0.49,3,199,2,0,0,0
sales,US,04/03/2015,"medium, 63000",0.83,0.83,3,186,3,1,1,0
sales,US,10/22/2015,"low, 35000",0.72,0.99,4,239,3,0,0,0
product_mng,Canada,08/05/2007,"low, 50000",0.8,0.97,4,220,3,0,0,0
sales,Europe,18/11/2008,"low, 31000",0.57,0.61,3,112,5,0,0,0
RandD,US,01/08/2017,"medium, 90000",0.84,1,5,250,5,0,0,1
accounting,Europe,20/05/2004,"low, 45000",0.8,0.85,4,264,5,0,0,1
sales,Europe,05/11/2016,"medium, 63000",0.89,0.58,3,167,3,0,0,0
IT,US,01/05/2001,"medium, 78000",0.79,0.67,5,156,2,0,0,0
technical,APAC,09/12/2017,"low, 31000",0.11,0.97,6,310,4,0,0,1
marketing,Europe,02/10/1996,"low, 58000",0.66,0.85,3,266,5,0,0,0
technical,US,01/05/2009,"medium, 89000",0.21,0.63,5,226,3,0,0,0
support,US,01/11/2018,"low, 44000",0.53,0.56,5,188,3,0,0,0
sales,Europe,30/12/2016,"medium, 78000",0.85,0.63,3,167,3,0,0,0
marketing,Europe,14/08/2016,"medium, 66000",0.55,0.98,2,144,2,0,0,0
